accession	organism	taxid	status	path
GCF_027595985.1	Sorex araneus	42254	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Laurasiatheria > Eulipotyphla > Soricidae > Soricinae > Sorex > Sorex araneus
GCA_028571685.1	Heterohyrax brucei	77598	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Afrotheria > Hyracoidea > Procaviidae > Heterohyrax > Heterohyrax brucei
GCF_964237555.1	Oryctolagus cuniculus	9986	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Euarchontoglires > Glires > Lagomorpha > Leporidae > Oryctolagus > Oryctolagus cuniculus
GCF_000299155.1	Elephantulus edwardii	28737	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Afrotheria > Macroscelidea > Macroscelididae > Elephantulus > Elephantulus edwardii
GCF_019393635.1	Dromiciops gliroides	33562	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Metatheria > Microbiotheria > Microbiotheriidae > Dromiciops > Dromiciops gliroides
GCF_004115215.2	Ornithorhynchus anatinus	9258	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Prototheria > Monotremata > Ornithorhynchidae > Ornithorhynchus > Ornithorhynchus anatinus
GCA_048126345.2	Notoryctes typhlops	37699	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Metatheria > Notoryctemorphia > Notoryctidae > Notoryctes > Notoryctes typhlops
GCA_054644205.1	Lestoros inca	42731	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Metatheria > Paucituberculata > Caenolestidae > Lestoros > Lestoros inca
GCF_037893015.1	Macrotis lagotis	92651	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Metatheria > Peramelemorphia > Peramelidae > Macrotis > Macrotis lagotis
GCF_020826845.1	Diceros bicornis minor	77932	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Laurasiatheria > Perissodactyla > Rhinocerotidae > Diceros > Diceros bicornis > Diceros bicornis minor
GCF_021613505.1	Equus quagga	89248	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Laurasiatheria > Perissodactyla > Equidae > Equus > Equus quagga
GCF_030020395.1	Manis pentadactyla	143292	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Laurasiatheria > Pholidota > Manidae > Manis > Manis pentadactyla
GCF_023851605.1	Tamandua tetradactyla	48850	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Xenarthra > Pilosa > Vermilingua > Myrmecophagidae > Tamandua > Tamandua tetradactyla
GCF_000001405.40	Homo sapiens	9606	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Euarchontoglires > Primates > Haplorrhini > Simiiformes > Catarrhini > Hominoidea > Hominidae > Homininae > Homo > Homo sapiens
GCF_049350105.2	Macaca mulatta	9544	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Euarchontoglires > Primates > Haplorrhini > Simiiformes > Catarrhini > Cercopithecoidea > Cercopithecidae > Cercopithecinae > Macaca > Macaca mulatta
GCA_023764695.1	Pygathrix nigripes	310352	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Euarchontoglires > Primates > Haplorrhini > Simiiformes > Catarrhini > Cercopithecoidea > Cercopithecidae > Colobinae > Pygathrix > Pygathrix nigripes
GCA_031835075.1	Saguinus oedipus	9490	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Euarchontoglires > Primates > Haplorrhini > Simiiformes > Platyrrhini > Cebidae > Callitrichinae > Saguinus > Saguinus oedipus
GCF_024166365.1	Elephas maximus indicus	99487	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Afrotheria > Proboscidea > Elephantidae > Elephas > Elephas maximus > Elephas maximus indicus
GCF_003668045.3	Cricetulus griseus	10029	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Euarchontoglires > Glires > Rodentia > Myomorpha > Muroidea > Cricetidae > Cricetinae > Cricetulus > Cricetulus griseus
GCF_000001635.27	Mus musculus	10090	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Euarchontoglires > Glires > Rodentia > Myomorpha > Muroidea > Muridae > Murinae > Mus > Mus > Mus musculus
GCF_000334495.1	Tupaia belangeri chinensis	246437	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Euarchontoglires > Scandentia > Tupaiidae > Tupaia > Tupaia belangeri > Tupaia belangeri chinensis
GCF_000243295.1	Trichechus manatus latirostris	127582	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Afrotheria > Sirenia > Trichechidae > Trichechus > Trichechus manatus > Trichechus manatus latirostris
GCF_000298275.1	Orycteropus afer afer	1230840	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Afrotheria > Tubulidentata > Orycteropodidae > Orycteropus > Orycteropus afer > Orycteropus afer afer
GCF_964187855.1	Myxine glutinosa	7769	placed	Vertebrata > Cyclostomata > Myxini > Myxiniformes > Myxinidae > Myxininae > Myxine > Myxine glutinosa
GCF_025201925.1	Gopherus flavomarginatus	286002	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Testudinata > Testudines > Cryptodira > Durocryptodira > Testudinoidea > Testudinidae > Gopherus > Gopherus flavomarginatus
